Region,TaskType,CandidateID,CandidateRank,CandidateModel,HuberEpsilon,HuberAlpha,WindowCount,MeanRMSE,MeanMAE,MeanWAPE,StdRMSE,WindowRankMin,WindowRankMax,WindowRankStd,WindowWinnerCount,FinalTestUsedForSelection
RegionE,RealTimeInference,"Huber(epsilon=1.35,alpha=0.001)",6,Huber,1.35,0.001,8,2.3225119668832868,0.9583333412956064,1.0000000101483186,0.7442142079738038,4,9,1.7853571071357126,0,False
RegionE,RealTimeInference,"Huber(epsilon=1.35,alpha=0.01)",7,Huber,1.35,0.01,8,2.322511967864215,0.9583333413649637,1.0000000104641507,0.7442142112966237,5,9,1.5811388300841898,0,False
RegionE,RealTimeInference,"Huber(epsilon=1.75,alpha=0.0001)",8,Huber,1.75,0.0001,8,2.322500666157061,0.9583409867265307,1.0000078220347435,0.7442128389538921,1,3,0.9270248108869579,4,False
RegionE,RealTimeInference,"Huber(epsilon=1.75,alpha=0.001)",9,Huber,1.75,0.001,8,2.322511459956473,0.9583339817903925,1.0000006858453965,0.744214081124174,2,4,0.6614378277661477,0,False
RegionE,RealTimeInference,"Huber(epsilon=1.75,alpha=0.01)",10,Huber,1.75,0.01,8,2.3224859438417376,0.9583764120062586,1.000037271354709,0.7441991641930852,1,3,0.6614378277661477,3,False
RegionE,BatchInference,SeasonalNaive24,0,SeasonalNaive24,,,8,17.611054839957642,13.317708333333332,1.0693069507935968,3.116106933980996,1,11,3.152380053229623,1,False
RegionE,BatchInference,SeasonalNaive168,1,SeasonalNaive168,,,8,19.126331014717486,14.401041666666668,1.1618363932899332,1.9581888525171862,10,11,0.4841229182759271,0,False
RegionE,BatchInference,"Huber(epsilon=1.10,alpha=0.0001)",2,Huber,1.1,0.0001,8,14.472308063244828,11.137378536306215,0.8883701796958168,2.4415628997139054,5,10,1.479019945774904,0,False
RegionE,BatchInference,"Huber(epsilon=1.10,alpha=0.001)",3,Huber,1.1,0.001,8,14.472388177550348,11.137446822349753,0.8883755012104401,2.441481930484259,6,9,0.82915619758885,0,False
RegionE,BatchInference,"Huber(epsilon=1.10,alpha=0.01)",4,Huber,1.1,0.01,8,14.472352613828207,11.137371611402072,0.8883664465544505,2.4416802173875185,4,9,1.6393596310755,0,False
RegionE,BatchInference,"Huber(epsilon=1.35,alpha=0.0001)",5,Huber,1.35,0.0001,8,14.044804373608844,11.010536906144186,0.8797638695287449,2.333507589483919,1,7,1.7275343701356567,1,False
RegionE,BatchInference,"Huber(epsilon=1.35,alpha=0.001)",6,Huber,1.35,0.001,8,14.044803279871072,11.010536111752383,0.8797638197180454,2.333507173153614,3,6,0.82915619758885,0,False
RegionE,BatchInference,"Huber(epsilon=1.35,alpha=0.01)",7,Huber,1.35,0.01,8,14.044602677527394,11.010246454096894,0.8797431322115481,2.333703784680672,2,6,1.3635890143294642,0,False
RegionE,BatchInference,"Huber(epsilon=1.75,alpha=0.0001)",8,Huber,1.75,0.0001,8,13.8077897531245,11.005277833530197,0.8828582350806682,2.261878792988599,1,9,2.54644359843292,4,False
RegionE,BatchInference,"Huber(epsilon=1.75,alpha=0.001)",9,Huber,1.75,0.001,8,13.807786268106206,11.005273296863,0.8828578198978173,2.261878777026145,2,8,1.964529205687714,0,False
RegionE,BatchInference,"Huber(epsilon=1.75,alpha=0.01)",10,Huber,1.75,0.01,8,13.80772982039931,11.00521270365154,0.8828516047930672,2.261901848748717,1,7,1.7633419974582356,2,False
RegionE,AITraining,SeasonalNaive24,0,SeasonalNaive24,,,8,146.64650892947472,114.05729166666666,0.9467533404636559,21.68607372941187,10,11,0.5,0,False
RegionE,AITraining,SeasonalNaive168,1,SeasonalNaive168,,,8,144.62171422602248,115.328125,0.954775812163764,21.84086344431821,10,11,0.5,0,False
RegionE,AITraining,"Huber(epsilon=1.10,alpha=0.0001)",2,Huber,1.1,0.0001,8,104.87093396426192,80.61388736035937,0.6685901840443351,15.306509054962737,1,8,2.3979157616563596,1,False
RegionE,AITraining,"Huber(epsilon=1.10,alpha=0.001)",3,Huber,1.1,0.001,8,104.87126960873138,80.61397624317276,0.6685908609581962,15.30681036644514,1,9,2.817356917396161,1,False
RegionE,AITraining,"Huber(epsilon=1.10,alpha=0.01)",4,Huber,1.1,0.01,8,104.87155823147629,80.61412429732587,0.6685920574215112,15.305551061211647,3,9,2.598076211353316,0,False
RegionE,AITraining,"Huber(epsilon=1.35,alpha=0.0001)",5,Huber,1.35,0.0001,8,104.50724047065691,80.64507867850915,0.6689995485433275,15.27198956499542,3,8,1.4086784586980805,0,False
RegionE,AITraining,"Huber(epsilon=1.35,alpha=0.001)",6,Huber,1.35,0.001,8,104.50757899304406,80.645459159903,0.6690026143769887,15.272134791195963,2,9,1.8328597873268975,0,False
RegionE,AITraining,"Huber(epsilon=1.35,alpha=0.01)",7,Huber,1.35,0.01,8,104.50787398049016,80.64564261755174,0.6690040818358105,15.271105713571764,1,7,1.7853571071357126,1,False
RegionE,AITraining,"Huber(epsilon=1.75,alpha=0.0001)",8,Huber,1.75,0.0001,8,104.1246522671316,81.86981722782659,0.6793339233405413,14.729084790026379,1,8,2.8476964374736293,2,False
RegionE,AITraining,"Huber(epsilon=1.75,alpha=0.001)",9,Huber,1.75,0.001,8,104.12476734146145,81.87028727398354,0.6793378239265422,14.728874601466844,1,9,3.3517719194479807,1,False
RegionE,AITraining,"Huber(epsilon=1.75,alpha=0.01)",10,Huber,1.75,0.01,8,104.12538155228592,81.87092667156443,0.6793429678730217,14.727745582710632,1,9,2.817356917396161,2,False
RegionF,RealTimeInference,SeasonalNaive24,0,SeasonalNaive24,,,8,2.9306743274481786,1.390625,1.5435088720803005,0.48915538066770203,1,11,3.191786333700926,1,False
RegionF,RealTimeInference,SeasonalNaive168,1,SeasonalNaive168,,,8,3.0431044194675287,1.5104166666666667,1.5986557955502054,0.42073209078604373,10,11,0.5,0,False
RegionF,RealTimeInference,"Huber(epsilon=1.10,alpha=0.0001)",2,Huber,1.1,0.0001,8,2.11953994791717,0.8281250048973422,1.0000000058444438,0.8733605945330765,2,9,2.4206145913796355,0,False
RegionF,RealTimeInference,"Huber(epsilon=1.10,alpha=0.001)",3,Huber,1.1,0.001,8,2.1195399410209887,0.8281250059313094,1.0000000066160963,0.8733605951126372,1,9,2.6457513110645907,1,False
RegionF,RealTimeInference,"Huber(epsilon=1.10,alpha=0.01)",4,Huber,1.1,0.01,8,2.119539948350388,0.8281250066811767,1.0000000070232224,0.873360592816498,1,10,3.119995993587171,1,False
RegionF,RealTimeInference,"Huber(epsilon=1.35,alpha=0.0001)",5,Huber,1.35,0.0001,8,2.1195399466469356,0.8281250063730348,1.000000006749921,0.8733605909606619,3,8,1.8328597873268975,0,False
RegionF,RealTimeInference,"Huber(epsilon=1.35,alpha=0.001)",6,Huber,1.35,0.001,8,2.1195399448168497,0.8281250085009302,1.000000009209098,0.8733605903631612,2,8,1.9364916731037085,0,False
RegionF,RealTimeInference,"Huber(epsilon=1.35,alpha=0.01)",7,Huber,1.35,0.01,8,2.119539946511915,0.8281250053854459,1.000000005971686,0.8733605938093499,1,10,3.1399641717701177,2,False
RegionF,RealTimeInference,"Huber(epsilon=1.75,alpha=0.0001)",8,Huber,1.75,0.0001,8,2.119539945542991,0.8281250124118466,1.0000000129255289,0.8733605880670646,2,9,2.23606797749979,0,False
RegionF,RealTimeInference,"Huber(epsilon=1.75,alpha=0.001)",9,Huber,1.75,0.001,8,2.119539943851693,0.8281250184888753,1.0000000221547354,0.8733605899918729,1,9,3.0388114452858046,2,False
RegionF,RealTimeInference,"Huber(epsilon=1.75,alpha=0.01)",10,Huber,1.75,0.01,8,2.119539942792877,0.8281250146353856,1.0000000172906585,0.8733605912533834,1,8,2.1469455046647083,1,False
RegionF,BatchInference,SeasonalNaive24,0,SeasonalNaive24,,,8,20.595580617204668,15.718750000000002,1.273522469183033,2.015351674908535,10,11,0.4841229182759271,0,False
RegionF,BatchInference,SeasonalNaive168,1,SeasonalNaive168,,,8,19.218827995251235,14.203125,1.1528197841447985,2.4035963656461528,10,11,0.4841229182759271,0,False
RegionF,BatchInference,"Huber(epsilon=1.10,alpha=0.0001)",2,Huber,1.1,0.0001,8,14.8779114143169,11.108689338212333,0.8937506992311373,2.3771350663146,7,9,0.6614378277661477,0,False
RegionF,BatchInference,"Huber(epsilon=1.10,alpha=0.001)",3,Huber,1.1,0.001,8,14.877889573467769,11.10870835511069,0.8937520340020579,2.3770520828443793,7,9,0.82915619758885,0,False
RegionF,BatchInference,"Huber(epsilon=1.10,alpha=0.01)",4,Huber,1.1,0.01,8,14.877933579553599,11.108675916195134,0.8937499528111061,2.376984946494279,7,9,0.8660254037844386,0,False
RegionF,BatchInference,"Huber(epsilon=1.35,alpha=0.0001)",5,Huber,1.35,0.0001,8,14.38317227629214,11.096776090125143,0.893586230390065,2.3096223907663074,3,6,1.0897247358851685,0,False
RegionF,BatchInference,"Huber(epsilon=1.35,alpha=0.001)",6,Huber,1.35,0.001,8,14.38317407281032,11.096779161552234,0.8935864130595734,2.3096302252750576,2,6,1.0897247358851685,0,False
RegionF,BatchInference,"Huber(epsilon=1.35,alpha=0.01)",7,Huber,1.35,0.01,8,14.383159936596076,11.096761802894841,0.8935848369859649,2.3096695089912065,1,6,1.5761900266148114,1,False
RegionF,BatchInference,"Huber(epsilon=1.75,alpha=0.0001)",8,Huber,1.75,0.0001,8,14.186578314384956,11.14083821094318,0.8981442850172364,2.250582257835891,1,6,1.3919410907075054,1,False
RegionF,BatchInference,"Huber(epsilon=1.75,alpha=0.001)",9,Huber,1.75,0.001,8,14.18656406674139,11.140825553247492,0.8981432913191585,2.250593033720328,1,5,1.224744871391589,3,False
RegionF,BatchInference,"Huber(epsilon=1.75,alpha=0.01)",10,Huber,1.75,0.01,8,14.186572633304248,11.140842419965033,0.8981444741741939,2.250608015066316,1,4,1.1110243021644486,3,False
RegionF,AITraining,SeasonalNaive24,0,SeasonalNaive24,,,8,143.71591340018733,114.125,0.9189796812752925,17.47667451824064,10,11,0.33071891388307384,0,False
RegionF,AITraining,SeasonalNaive168,1,SeasonalNaive168,,,8,127.76557904371597,99.60416666666666,0.801511010439925,11.73263518100808,7,11,1.0897247358851685,0,False
RegionF,AITraining,"Huber(epsilon=1.10,alpha=0.0001)",2,Huber,1.1,0.0001,8,108.48385292305568,87.89655168426634,0.7032464844165296,12.573965237436228,1,8,2.2325713874364688,1,False
RegionF,AITraining,"Huber(epsilon=1.10,alpha=0.001)",3,Huber,1.1,0.001,8,108.48417585294932,87.89689047453695,0.7032486098450589,12.574001621790329,3,9,2.1065374432940898,0,False
RegionF,AITraining,"Huber(epsilon=1.10,alpha=0.01)",4,Huber,1.1,0.01,8,108.48442348619378,87.89701818483641,0.7032496419909231,12.574313198786536,2,10,2.5708704751503917,0,False
RegionF,AITraining,"Huber(epsilon=1.35,alpha=0.0001)",5,Huber,1.35,0.0001,8,107.8664857036162,87.98729933582382,0.7045768748833516,12.371783308126789,3,6,1.0532687216470449,0,False
RegionF,AITraining,"Huber(epsilon=1.35,alpha=0.001)",6,Huber,1.35,0.001,8,107.86642815190766,87.98746735289384,0.7045780301895628,12.371750742766459,2,6,1.118033988749895,0,False
RegionF,AITraining,"Huber(epsilon=1.35,alpha=0.01)",7,Huber,1.35,0.01,8,107.86635173127752,87.98703645599744,0.7045749587782835,12.371736193056654,1,6,1.5811388300841898,1,False
RegionF,AITraining,"Huber(epsilon=1.75,alpha=0.0001)",8,Huber,1.75,0.0001,8,106.91315537501805,87.81529952456434,0.7045495018627276,11.652484110623318,1,9,2.449489742783178,1,False
RegionF,AITraining,"Huber(epsilon=1.75,alpha=0.001)",9,Huber,1.75,0.001,8,106.91280709771698,87.81543471069327,0.7045504132982446,11.652501371888563,1,8,2.7726341266023544,2,False
RegionF,AITraining,"Huber(epsilon=1.75,alpha=0.01)",10,Huber,1.75,0.01,8,106.91221713933814,87.81433284942091,0.7045416146360906,11.652902015160322,1,9,2.8613807855648994,3,False
